;seq_name;V1;V2;center_seq_name;eukref_env_biome;eukref_geo_loc_name;eukref_notes;gb_isolation_source;pr2_ocean;gb_lat_lon;pr2_ecosystem;pr2_habitat;gb_publication
1407;KR732626_1_1387_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1408;KR732627_1_1387_U_Aurantiochytrium_sp;H;125;DQ367049_1_1752_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1409;KR732628_1_1387_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1410;KR732629_1_1388_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1411;KR732630_1_1389_U_Aurantiochytrium_sp;H;77;JQ982492_1_1777_U_Aurantiochytrium_limacinum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1412;KR732631_1_1385_U_Aurantiochytrium_sp;H;125;DQ367049_1_1752_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1413;KR732632_1_1386_U_Aurantiochytrium_sp;H;125;DQ367049_1_1752_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1414;KT072190_1_1634_U_Archerella_sp;S;291;KT072190_1_1634_U_Archerella_sp;NA;NA;NA;gray microbial mat from sulfidic water, Zveplenica karst spring, Gorenja Trebusa;NA;NA;spring;biofilm;Microbial diversity of the sulfidic Zveplenica karst spring, Slovenia
1415;KT201567_1_1699_U_Labyrinthula_sp;S;221;KT201567_1_1699_U_Labyrinthula_sp;NA;NA;NA;benthic diatom film;NA;NA;;microalgae;High diversity of bacterial community and low diversity of diatom community on the benthic diatom film in practical use for the settlement of abalone larvae
1416;KT201568_1_1698_U_Labyrinthula_sp;H;221;KT201567_1_1699_U_Labyrinthula_sp;NA;NA;NA;benthic diatom film;NA;NA;;microalgae;High diversity of bacterial community and low diversity of diatom community on the benthic diatom film in practical use for the settlement of abalone larvae
1417;KT201570_1_1699_U_Labyrinthula_sp;H;221;KT201567_1_1699_U_Labyrinthula_sp;NA;NA;NA;benthic diatom film;NA;NA;;microalgae;High diversity of bacterial community and low diversity of diatom community on the benthic diatom film in practical use for the settlement of abalone larvae
1418;KT201571_1_1698_U_Labyrinthula_sp;H;221;KT201567_1_1699_U_Labyrinthula_sp;NA;NA;NA;benthic diatom film;NA;NA;;microalgae;High diversity of bacterial community and low diversity of diatom community on the benthic diatom film in practical use for the settlement of abalone larvae
1419;KT252443_1_516_U_Amphifilaceae_X_sp;S;971;KT252443_1_516_U_Amphifilaceae_X_sp;NA;NA;NA;anaerobic full-scale farm reactor treating agricultural wastes;NA;NA;artificial;other;Start-up phase of an anaerobic full-scale farm reactor: How does the methanogenic microbial community establish with the appearance of mesophilic anaerobic conditions?
1420;KT252456_1_515_U_Fibrophrys_sp;S;973;KT252456_1_515_U_Fibrophrys_sp;NA;NA;NA;anaerobic full-scale farm reactor treating agricultural wastes;NA;NA;artificial;other;Start-up phase of an anaerobic full-scale farm reactor: How does the methanogenic microbial community establish with the appearance of mesophilic anaerobic conditions?
1421;KT252458_1_518_U_Sorodiplophrys_stercorea;S;966;KT252458_1_518_U_Sorodiplophrys_stercorea;NA;NA;NA;anaerobic full-scale farm reactor treating agricultural wastes;NA;NA;artificial;other;Start-up phase of an anaerobic full-scale farm reactor: How does the methanogenic microbial community establish with the appearance of mesophilic anaerobic conditions?
1422;KT252513_1_518_U_Amphifilaceae_X_sp;S;967;KT252513_1_518_U_Amphifilaceae_X_sp;NA;NA;NA;anaerobic full-scale farm reactor treating agricultural wastes;NA;NA;artificial;other;Start-up phase of an anaerobic full-scale farm reactor: How does the methanogenic microbial community establish with the appearance of mesophilic anaerobic conditions?
1423;KT252517_1_517_U_Amphifilaceae_X_sp;S;969;KT252517_1_517_U_Amphifilaceae_X_sp;NA;NA;NA;anaerobic full-scale farm reactor treating agricultural wastes;NA;NA;artificial;other;Start-up phase of an anaerobic full-scale farm reactor: How does the methanogenic microbial community establish with the appearance of mesophilic anaerobic conditions?
1424;KT277637_1_1177_U_Aplanochytrium_sp;S;590;KT277637_1_1177_U_Aplanochytrium_sp;NA;NA;NA;mudflat sediments in intertidal zone;NA;NA;coastal;sediment;The response of microeukaryoties during the Nereid's bioremediation process in Sansha bay
1425;KT598545_1_1615_U_Thraustochytrium_striatum;H;294;OP177678_1_1633_U_Thraustochytrium_striatum;NA;NA;NA;NA;NA;NA;coastal;water;Lipids production and proteome variation in a native Thraustochytrium striatum strain under different growth conditions
1426;KT598546_1_1630_U_Thraustochytrium_aureum;H;273;GU933120_1_1649_U_Thraustochytrium_aureum;NA;NA;NA;NA;NA;NA;coastal;water;Lipids production and proteome variation in a native Thraustochytrium striatum strain under different growth conditions
1427;KT716334_1_1796_U_Thraustochytrium_kinnei;H;18;L34668_1_1821_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;mangrove;sediment;Mangrove Soil Sediment
1428;KT716336_1_1570_U_Thraustochytrium_caudivorum;H;263;EF114353_1_1662_U_Thraustochytrium_caudivorum;NA;NA;NA;NA;NA;NA;mangrove;sediment;Mangrove Soil Sediment
1429;KT716337_1_600_U_Aurantiochytrium_mangrovei;H;856;JF260953_1_611_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;sediment;Mangrove Soil Sediment
1430;KT716338_1_1302_U_Aurantiochytrium_limacinum;H;503;LC017745_1_1320_U_Schizochytrium_sp;NA;NA;NA;NA;NA;NA;mangrove;sediment;Mangrove Soil Sediment
1431;KT824704_1_527_U_Aplanochytrium_sp;H;455;FJ800625_1_1389_U_Aplanochytrium_sp;NA;NA;NA;oceanic seawater samples collected from the western channel of Korea Strait;NA;NA;oceanic;water;Eukaryotic plankton species diversity in the Western Channel of the Korea Strait using 18S rDNA sequences and its implications for water masses
1432;KT901792_1_1644_U_Aplanochytrium_stocchinoi;H;164;EU851173_1_1731_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;mangrove;;Direct Submission
1433;KT901793_1_1601_U_Aplanochytrium_minutum;S;306;KT901793_1_1601_U_Aplanochytrium_minutum;NA;NA;NA;NA;NA;NA;mangrove;;Direct Submission
1434;KT901794_1_1639_U_Aplanochytrium_sp;S;287;KT901794_1_1639_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;mangrove;;Direct Submission
1435;KT901795_1_1725_U_Aplanochytrium_minutum;H;37;L27634_1_1802_U_Aplanochytrium_minutum;NA;NA;NA;NA;NA;NA;mangrove;;Direct Submission
1436;KU196123_1_724_U_Thraustochytriaceae_SEK690_sp;H;711;KU196155_1_809_U_Thraustochytriaceae_SEK690_sp;NA;NA;NA;Lake Bonney;NA;NA;freshwater lake;water;Fluorescent cell sorting and single-cell genomics reveals trophic modes and microbial interactions in a microbial eukaryote population from an ice-covered Antarctic lake
1437;KU196155_1_809_U_Thraustochytriaceae_SEK690_sp;S;711;KU196155_1_809_U_Thraustochytriaceae_SEK690_sp;NA;NA;NA;Lake Bonney;NA;NA;freshwater lake;water;Fluorescent cell sorting and single-cell genomics reveals trophic modes and microbial interactions in a microbial eukaryote population from an ice-covered Antarctic lake
1438;KU200583_1_774_U_Labyrinthulomycetes_LAB7_X_sp;H;85;KF129825_1_1772_U_Labyrinthulomycetes_LAB7_X_sp;NA;NA;NA;seawater;NA;20.56 N 116.70 E;oceanic;water;Community composition of picoeukaryotes in the South China Sea during winter
1439;KU559372_1_1633_U_Labyrinthula_zosterae;H;257;FR875308_1_1670_U_Labyrinthula_zosterae;NA;NA;NA;NA;NA;44.6225 N 124.0451 W;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1440;KU559373_1_1614_U_Labyrinthula_zosterae;S;302;KU559373_1_1614_U_Labyrinthula_zosterae;NA;NA;NA;NA;NA;27.5323 S 153.4626 E;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1441;KU559374_1_1613_U_Labyrinthula_zosterae;S;303;KU559374_1_1613_U_Labyrinthula_zosterae;NA;NA;NA;NA;NA;39.8937 N 3.0968 E;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1442;KU559375_1_1685_U_Labyrinthula_zosterae;S;239;KU559375_1_1685_U_Labyrinthula_zosterae;NA;NA;NA;NA;NA;38.3239 N 0.4724 W;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1443;KU559376_1_1633_U_Labyrinthula_zosterae;H;257;FR875308_1_1670_U_Labyrinthula_zosterae;NA;NA;NA;NA;NA;37.0845 N 75.9764 W;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1444;KU559377_1_1663_U_Labyrinthula_zosterae;H;257;FR875308_1_1670_U_Labyrinthula_zosterae;NA;NA;NA;NA;NA;48.5955 N 123.1525 W;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1445;KU559378_1_1731_U_Labyrinthula_sp;S;166;KU559378_1_1731_U_Labyrinthula_sp;NA;NA;NA;NA;NA;7.6263 N 81.7663 W;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1446;KU559379_1_1666_U_Labyrinthula_sp;H;187;AB095092_1_1719_U_Labyrinthula_sp;NA;NA;NA;NA;NA;37.2679 N 76.0174 W;coastal;seagrass;Functional, Phylogenetic and Host-Geographic Signatures of Labyrinthula spp. Provide for Putative Species Delimitation and a Global-Scale View of Seagrass Wasting Disease
1447;KU728174_1_1762_U_Sorodiplophrys_stercorea;S;107;KU728174_1_1762_U_Sorodiplophrys_stercorea;NA;NA;NA;cow dung;NA;35.867911 N 94.201108 W;terrestrial;excrement;Sorodiplophrys stercorea: Another Novel Lineage of Sorocarpic Multicellularity
1448;KU728175_1_1880_U_Sorodiplophrys_stercorea;S;6;KU728175_1_1880_U_Sorodiplophrys_stercorea;NA;NA;NA;horse dung;NA;36.064483 N 94.071571 W;terrestrial;excrement;Sorodiplophrys stercorea: Another Novel Lineage of Sorocarpic Multicellularity
1449;KU728176_1_1879_U_Sorodiplophrys_stercorea;S;8;KU728176_1_1879_U_Sorodiplophrys_stercorea;NA;NA;NA;cow dung;NA;35.869085 N 94.204065 W;terrestrial;excrement;Sorodiplophrys stercorea: Another Novel Lineage of Sorocarpic Multicellularity
1450;KU728177_1_1798_U_Sorodiplophrys_stercorea;H;6;KU728175_1_1880_U_Sorodiplophrys_stercorea;NA;NA;NA;horse dung;NA;33.399499 N 88.8089199 W;terrestrial;excrement;Sorodiplophrys stercorea: Another Novel Lineage of Sorocarpic Multicellularity
1451;KX160006_1_1788_U_Stellarchytrium_dubum;S;55;KX160006_1_1788_U_Stellarchytrium_dubum;NA;NA;NA;NA;NA;NA;coastal;echinoderms;Characterization of three novel species of Labyrinthulomycota isolated from ochre sea stars (Pisaster ochraceus)
1452;KX160007_1_1736_U_Aplanochytrium_blankum;S;155;KX160007_1_1736_U_Aplanochytrium_blankum;NA;NA;NA;NA;NA;NA;coastal;echinoderms;Characterization of three novel species of Labyrinthulomycota isolated from ochre sea stars (Pisaster ochraceus)
1453;KX160008_508_1746_U_Oblongichytrium_porteri;H;131;KX160008_508_1745_UC_Oblongichytrium_porteri;NA;NA;NA;NA;NA;NA;coastal;echinoderms;NA
1454;KX379459_1_1781_U_Aurantiochytrium_limacinum;S;68;KX379459_1_1781_U_Aurantiochytrium_limacinum;NA;NA;NA;NA;NA;NA;;;Direct Submission
1455;KX430103_1_1724_U_Thraustochytrium_kinnei;S;180;KX430103_1_1724_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;coastal;;Global isolation by distance of the microalga Sicyoidochytrium minutum: an indication of ecological speciation in the Labyrinthulomycetes taxon
1456;KX430104_1_1726_U_Thraustochytrium_kinnei;S;174;KX430104_1_1726_U_Thraustochytrium_kinnei;NA;NA;NA;NA;NA;NA;coastal;;Global isolation by distance of the microalga Sicyoidochytrium minutum: an indication of ecological speciation in the Labyrinthulomycetes taxon
1457;KX430105_1_1699_U_Sicyoidochytrium_sp;S;222;KX430105_1_1699_U_Sicyoidochytrium_sp;NA;NA;NA;NA;NA;NA;coastal;;Global isolation by distance of the microalga Sicyoidochytrium minutum: an indication of ecological speciation in the Labyrinthulomycetes taxon
1458;KX430106_1_1422_U_Sicyoidochytrium_sp;S;418;KX430106_1_1422_U_Sicyoidochytrium_sp;NA;NA;NA;NA;NA;NA;coastal;;Global isolation by distance of the microalga Sicyoidochytrium minutum: an indication of ecological speciation in the Labyrinthulomycetes taxon
1459;KX430107_1_1697_U_Sicyoidochytrium_sp;S;225;KX430107_1_1697_U_Sicyoidochytrium_sp;NA;NA;NA;NA;NA;NA;coastal;;Global isolation by distance of the microalga Sicyoidochytrium minutum: an indication of ecological speciation in the Labyrinthulomycetes taxon
1460;KX430108_1_1243_U_Sicyoidochytrium_sp;S;533;KX430108_1_1243_U_Sicyoidochytrium_sp;NA;NA;NA;NA;NA;NA;coastal;;Global isolation by distance of the microalga Sicyoidochytrium minutum: an indication of ecological speciation in the Labyrinthulomycetes taxon
1461;KX688798_1_691_U_Parietichytrium_sarkarianum;S;818;KX688798_1_691_U_Parietichytrium_sarkarianum;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1462;KX688799_1_689_U_Parietichytrium_sarkarianum;H;112;AB290580_1_1759_U_Parietichytrium_sarkarianum;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1463;KX688800_1_555_U_Aurantiochytrium_mangrovei;H;816;KX688802_1_701_U_Aurantiochytrium_mangrovei;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1464;KX688801_1_553_U_Aurantiochytrium_mangrovei;H;816;KX688802_1_701_U_Aurantiochytrium_mangrovei;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1465;KX688802_1_701_U_Aurantiochytrium_mangrovei;S;816;KX688802_1_701_U_Aurantiochytrium_mangrovei;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1466;KX688804_1_686_U_Aurantiochytrium_limacinum;S;822;KX688804_1_686_U_Aurantiochytrium_limacinum;NA;NA;NA;submerged leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1467;KX688805_1_705_U_Aurantiochytrium_limacinum;S;810;KX688805_1_705_U_Aurantiochytrium_limacinum;NA;NA;NA;submerged leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1468;KX688806_1_703_U_Aurantiochytrium_limacinum;S;814;KX688806_1_703_U_Aurantiochytrium_limacinum;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1469;KX688807_1_703_U_Aurantiochytrium_limacinum;S;815;KX688807_1_703_U_Aurantiochytrium_limacinum;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1470;KX688809_1_687_U_Aurantiochytrium_limacinum;S;821;KX688809_1_687_U_Aurantiochytrium_limacinum;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1471;KX688810_1_539_U_Thraustochytrium_sp;H;70;KM023693_1_1780_U_Aurantiochytrium_sp;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1472;KX688811_1_563_U_Thraustochytrium_sp;S;916;KX688811_1_563_U_Thraustochytrium_sp;NA;NA;NA;submerged leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1473;KX688812_1_500_U_Thraustochytrium_sp;H;70;KM023693_1_1780_U_Aurantiochytrium_sp;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1474;KX688813_1_539_U_Thraustochytrium_sp;H;70;KM023693_1_1780_U_Aurantiochytrium_sp;NA;NA;NA;submerged leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1475;KX688814_1_700_U_Thraustochytrium_sp;H;70;KM023693_1_1780_U_Aurantiochytrium_sp;NA;NA;NA;submerged leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1476;KX688817_1_689_U_Thraustochytrium_roseum;S;820;KX688817_1_689_U_Thraustochytrium_roseum;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1477;KX688818_1_689_U_Thraustochytrium_roseum;H;820;KX688817_1_689_U_Thraustochytrium_roseum;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1478;KX688819_1_692_U_Thraustochytrium_roseum;S;817;KX688819_1_692_U_Thraustochytrium_roseum;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1479;KX688820_1_514_U_Thraustochytrium_roseum;S;975;KX688820_1_514_U_Thraustochytrium_roseum;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1480;KX688821_1_700_U_Thraustochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;submerged mangrove leaf;NA;NA;mangrove;leaves;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1481;KX688822_1_552_U_Schizochytrium_sp;S;927;KX688822_1_552_U_Schizochytrium_sp;NA;NA;NA;seawater;NA;NA;mangrove;water;Isolation, fatty acid profiles and cryopreservation of marine thraustochytrids from mangrove habitats in Thailand
1482;KX965675_1_1751_U_Thraustochytriaceae_QPX_sp;H;49;AF261664_1_1794_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;seawater;NA;40.93 N 72.51 W;coastal;water;Differential Gene Expression in Five Isolates of the Clam Pathogen, Quahog Parasite Unknown (QPX)
1483;KX965676_1_1752_U_Thraustochytriaceae_QPX_sp;H;49;AF261664_1_1794_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;seawater;NA;40.93 N 72.51 W;coastal;water;Differential Gene Expression in Five Isolates of the Clam Pathogen, Quahog Parasite Unknown (QPX)
1484;KX965677_1_1764_U_Thraustochytriaceae_QPX_sp;H;49;AF261664_1_1794_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;seawater;NA;40.93 N 72.51 W;coastal;water;Differential Gene Expression in Five Isolates of the Clam Pathogen, Quahog Parasite Unknown (QPX)
1485;KX965678_1_1750_U_Thraustochytriaceae_QPX_sp;H;49;AF261664_1_1794_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;seawater;NA;40.93 N 72.51 W;coastal;water;Differential Gene Expression in Five Isolates of the Clam Pathogen, Quahog Parasite Unknown (QPX)
1486;KX965679_1_1750_U_Thraustochytriaceae_QPX_sp;H;49;AF261664_1_1794_U_Thraustochytriaceae_QPX_sp;NA;NA;NA;seawater;NA;37.23 N 76 W;coastal;water;Differential Gene Expression in Five Isolates of the Clam Pathogen, Quahog Parasite Unknown (QPX)
